case,prediction
1498,1.42E-02
1499,1.39E-03
1500,2.06E-02
1501,2.78E-02
1502,9.75E-01
1503,9.76E-01
1504,9.42E-01
1505,9.99E-01
1506,8.65E-01
1507,2.56E-02
1508,9.81E-01
1509,7.85E-01
1510,7.84E-04
1511,9.95E-01
1512,1.84E-01
1513,9.96E-01
1514,5.97E-04
1515,4.71E-02
1516,5.81E-02
1517,9.99E-01
1518,9.94E-01
1519,4.68E-03
1520,1.81E-01
1521,9.98E-01
1522,1.30E-01
1523,2.36E-01
1524,1.71E-03
1525,9.93E-01
1526,1.04E-02
1527,9.93E-01
1528,1.04E-02
1529,2.73E-01
1530,3.12E-03
1531,9.79E-01
1532,6.94E-01
1533,9.68E-01
1534,6.26E-01
1535,7.85E-02
1536,1.92E-01
1537,9.98E-01
1538,1.26E-01
1539,7.61E-01
1540,9.97E-01
1541,6.31E-01
1542,9.98E-01
1543,9.87E-01
1544,7.23E-02
1545,9.45E-01
1546,9.50E-01
1547,9.98E-01
1548,9.91E-01
1549,9.99E-01
1550,4.89E-01
1551,9.98E-01
1552,9.98E-01
1553,9.97E-01
1554,1.20E-01
1555,5.98E-02
1556,6.24E-01
1557,2.14E-01
1558,1.41E-01
1559,4.46E-01
1560,8.12E-01
1561,9.98E-01
1562,9.90E-01
1563,8.65E-03
1564,7.83E-01
1565,1.84E-01
1566,2.03E-01
1567,9.99E-01
1568,2.26E-02
1569,9.98E-01
1570,5.50E-02
1571,9.86E-01
1572,9.59E-01
1573,9.98E-01
1574,3.13E-01
1575,9.97E-01
1576,9.91E-01
1577,9.83E-01
1578,9.93E-01
1579,1.01E-01
1580,9.98E-01
1581,9.04E-01
1582,2.47E-01
1583,8.82E-01
1584,9.99E-01
1585,9.99E-01
1586,9.74E-01
1587,9.38E-01
1588,9.98E-01
1589,9.63E-01
1590,7.71E-01
1591,9.07E-01
1592,9.22E-01
1593,4.07E-02
1594,4.65E-01
1595,9.10E-02
1596,6.80E-01
1597,9.20E-02
1598,3.58E-03
1599,2.77E-03
1600,9.99E-01
1601,9.99E-01
1602,9.95E-01
1603,2.03E-01
1604,3.02E-01
1605,8.73E-01
1606,9.96E-01
1607,4.20E-01
1608,9.97E-01
1609,7.96E-03
1610,9.99E-01
1611,1.75E-01
1612,9.98E-01
1613,4.78E-03
1614,1.21E-01
1615,9.99E-01
1616,9.80E-01
1617,4.92E-01
1618,9.94E-01
1619,4.35E-01
1620,2.16E-01
1621,7.95E-03
1622,9.47E-03
1623,9.47E-01
1624,9.55E-01
1625,9.99E-01
1626,9.99E-01
1627,9.91E-01
1628,9.96E-01
1629,9.98E-01
1630,9.74E-01
1631,1.89E-01
1632,7.77E-01
1633,1.00E+00
1634,9.99E-01
1635,7.20E-01
1636,9.88E-01
1637,9.98E-01
1638,9.87E-01
1639,2.41E-01
1640,2.10E-01
1641,9.95E-01
1642,8.93E-01
1643,9.05E-01
1644,9.94E-01
1645,9.70E-01
1646,1.14E-02
1647,9.74E-01
1648,9.95E-01
1649,1.06E-02
1650,9.99E-01
1651,9.98E-01
1652,9.96E-01
1653,9.93E-01
1654,5.46E-03
1655,9.39E-01
1656,9.99E-01
1657,9.79E-01
1658,9.75E-01
1659,8.88E-01
1660,8.02E-01
1661,6.77E-03
1662,1.53E-02
1663,7.38E-03
1664,7.76E-01
1665,1.57E-01
1666,9.45E-01
1667,5.08E-02
1668,9.99E-01
1669,1.00E+00
1670,4.32E-03
1671,5.89E-01
1672,9.96E-01
1673,8.42E-01
1674,9.96E-01
1675,9.77E-01
1676,9.95E-01
1677,8.22E-01
1678,9.09E-01
1679,7.96E-04
1680,3.67E-01
1681,9.97E-01
1682,1.08E-01
1683,9.64E-01
1684,1.14E-02
1685,2.09E-01
1686,7.85E-03
1687,9.70E-01
1688,2.63E-03
1689,3.59E-03
1690,9.97E-01
1691,9.86E-01
1692,9.97E-01
1693,6.88E-03
1694,9.98E-01
1695,9.97E-01
1696,9.92E-01
1697,2.89E-02
1698,3.01E-02
1699,1.32E-01
1700,1.29E-02
1701,5.59E-04
1702,1.33E-01
1703,9.37E-01
1704,5.42E-01
1705,4.74E-02
1706,9.99E-01
1707,9.97E-01
1708,9.84E-01
1709,8.00E-01
1710,7.22E-01
1711,3.11E-02
1712,9.60E-01
1713,1.31E-01
1714,9.82E-01
1715,4.69E-02
1716,3.74E-03
1717,3.72E-02
1718,9.04E-01
1719,9.96E-01
1720,9.91E-01
1721,2.98E-03
1722,9.84E-01
1723,1.00E+00
1724,4.29E-01
1725,1.71E-01
1726,1.28E-01
1727,8.35E-01
1728,9.99E-01
1729,9.65E-01
1730,9.99E-01
1731,2.73E-03
1732,5.95E-01
1733,8.42E-01
1734,9.98E-01
1735,9.99E-01
1736,9.94E-01
1737,9.12E-01
1738,9.94E-01
1739,1.43E-01
1740,2.41E-03
1741,2.11E-02
1742,9.98E-01
1743,1.08E-01
1744,1.28E-01
1745,9.99E-01
1746,9.97E-01
1747,9.99E-01
1748,9.89E-01
1749,9.96E-01
1750,9.53E-03
1751,2.51E-02
1752,9.79E-03
1753,4.32E-04
1754,9.94E-01
1755,4.96E-01
1756,9.98E-01
1757,4.45E-01
1758,7.71E-02
1759,8.78E-01
1760,4.26E-01
1761,4.08E-02
1762,2.60E-03
1763,9.41E-01
1764,9.22E-01
1765,9.98E-01
1766,1.22E-02
1767,9.41E-01
1768,4.34E-02
1769,9.92E-01
1770,3.78E-02
1771,6.01E-01
1772,2.14E-03
1773,1.11E-03
1774,1.41E-02
1775,1.65E-03
1776,2.85E-03
1777,7.47E-01
1778,9.98E-01
1779,9.65E-01
1780,1.73E-01
1781,1.75E-01
1782,1.43E-01
1783,8.31E-01
1784,2.09E-02
1785,2.24E-03
1786,4.15E-03
1787,4.72E-04
1788,9.98E-01
1789,2.18E-03
1790,1.87E-02
1791,1.58E-03
1792,1.78E-03
1793,2.49E-03
1794,2.95E-03
1795,2.96E-01
1796,2.63E-03
1797,5.75E-01
1798,2.81E-02
1799,1.74E-01
1800,1.32E-02
1801,8.08E-01
1802,9.49E-02
1803,1.41E-03
1804,7.23E-01
1805,7.39E-03
1806,5.13E-03
1807,3.35E-03
1808,1.73E-03
1809,2.18E-03
1810,3.95E-04
1811,1.28E-02
1812,4.24E-03
1813,5.56E-03
1814,9.88E-03
1815,4.96E-02
1816,3.11E-03
1817,1.92E-03
1818,4.97E-04
1819,6.75E-03
1820,8.37E-03
1821,3.34E-02
1822,3.01E-03
1823,1.94E-01
1824,4.04E-02
1825,7.99E-02
1826,1.42E-01
1827,3.70E-04
1828,4.44E-02
1829,3.11E-02
1830,1.91E-03
1831,1.73E-03
1832,1.41E-02
1833,1.95E-03
1834,4.93E-01
1835,3.82E-03
1836,1.34E-03
1837,1.30E-02
1838,3.06E-01
1839,1.11E-01
1840,4.39E-03
1841,7.63E-03
1842,4.61E-04
1843,1.05E-01
1844,2.71E-02
1845,1.42E-02
1846,1.04E-03
1847,3.08E-02
1848,1.70E-03
1849,1.28E-01
1850,9.70E-03
1851,1.59E-03
1852,6.53E-03
1853,2.57E-01
1854,2.53E-03
1855,1.30E-02
1856,2.10E-03
1857,9.81E-02
1858,3.38E-03
1859,8.10E-03
1860,8.27E-02
1861,2.52E-01
1862,1.08E-02
1863,8.92E-03
1864,5.06E-03
1865,9.48E-01
1866,3.68E-02
1867,3.69E-03
1868,1.18E-02
1869,1.52E-02
1870,3.09E-02
1871,2.76E-03
1872,2.00E-02
1873,9.29E-03
1874,1.35E-03
1875,7.01E-02
1876,1.08E-02
1877,2.14E-02
1878,2.84E-02
1879,1.35E-03
1880,4.66E-02
1881,6.96E-03
1882,2.50E-03
1883,5.22E-01
1884,1.70E-02
1885,1.19E-03
1886,1.66E-02
1887,1.02E-01
1888,1.46E-01
1889,1.27E-03
1890,1.39E-03
1891,1.87E-02
1892,7.69E-02
1893,1.29E-03
1894,1.14E-02
1895,5.11E-03
1896,3.60E-03
1897,8.32E-03
1898,2.71E-03
1899,1.47E-03
1900,1.30E-03
1901,1.59E-02
1902,2.22E-03
1903,8.68E-02
1904,3.63E-01
1905,7.98E-04
1906,5.72E-03
1907,1.04E-02
1908,4.21E-03
1909,5.00E-04
1910,8.13E-03
1911,4.85E-03
1912,5.28E-01
1913,6.10E-02
1914,1.27E-02
1915,6.19E-02
1916,6.20E-02
1917,1.69E-02
1918,6.44E-03
1919,9.25E-03
1920,2.85E-02
1921,7.23E-03
1922,8.45E-04
1923,4.55E-02
1924,4.87E-03
1925,7.40E-03
1926,1.07E-02
1927,2.96E-02
1928,1.57E-02
1929,4.24E-03
1930,4.70E-03
1931,1.56E-02
1932,9.95E-03
1933,4.88E-02
1934,9.42E-02
1935,8.34E-04
1936,9.99E-01
1937,2.63E-03
1938,3.11E-02
1939,5.24E-04
1940,3.31E-03
1941,8.07E-03
1942,2.13E-03
1943,3.71E-02
1944,2.13E-04
1945,5.74E-03
1946,2.19E-03
1947,9.42E-03
1948,1.35E-02
1949,1.49E-03
1950,1.78E-03
1951,1.78E-03
1952,2.36E-02
1953,1.41E-01
1954,1.19E-02
1955,1.26E-01
1956,1.85E-03
1957,1.48E-03
1958,4.85E-03
1959,6.69E-03
1960,6.46E-04
1961,3.43E-03
1962,2.09E-03
1963,8.63E-03
1964,4.35E-01
1965,4.29E-03
1966,1.58E-02
1967,4.32E-03
1968,5.35E-02
1969,5.47E-01
1970,4.32E-03
1971,4.69E-01
1972,7.28E-02
1973,3.07E-03
1974,1.77E-02
1975,7.53E-04
1976,1.26E-01
1977,1.17E-02
1978,1.60E-02
1979,4.78E-03
1980,9.63E-01
1981,1.87E-01
1982,1.88E-02
1983,5.49E-03
1984,3.10E-03
1985,1.13E-01
1986,2.64E-02
1987,1.68E-01
1988,1.05E-03
1989,1.50E-01
1990,4.95E-01
1991,6.79E-02
1992,9.99E-01
1993,1.13E-03
1994,1.26E-02
1995,9.95E-01
1996,7.58E-01
1997,1.00E-01
1998,9.79E-03
1999,1.96E-03
2000,9.99E-01
2001,2.48E-03
2002,8.54E-01
2003,5.71E-04
2004,6.51E-02
2005,1.10E-01
2006,8.49E-01
2007,9.44E-01
2008,2.59E-03
2009,3.91E-03
2010,4.23E-01
2011,6.37E-03
2012,9.96E-01
2013,1.37E-03
2014,1.13E-03
2015,1.61E-03
2016,3.70E-01
2017,4.89E-03
2018,1.20E-01
2019,3.58E-01
2020,8.36E-01
2021,9.98E-01
2022,9.22E-02
2023,1.65E-02
2024,7.80E-03
2025,1.05E-02
2026,9.21E-01
2027,2.72E-01
2028,3.72E-03
2029,1.72E-01
2030,9.15E-01
2031,9.97E-01
2032,8.46E-01
2033,6.00E-03
2034,5.88E-04
2035,5.26E-01
2036,9.98E-01
2037,1.05E-03
2038,2.80E-02
2039,7.79E-03
2040,3.49E-02
2041,6.42E-02
2042,9.99E-01
2043,4.02E-02
2044,9.63E-01
2045,6.52E-03
2046,9.88E-01
2047,9.80E-01
2048,9.44E-01
2049,2.16E-01
2050,3.16E-02
2051,9.42E-04
2052,9.97E-01
2053,7.05E-01
2054,8.06E-03
2055,1.79E-03
2056,9.85E-01
2057,9.97E-01
2058,9.06E-02
2059,3.49E-03
2060,1.29E-03
2061,9.99E-01
2062,1.92E-01
2063,9.89E-01
2064,4.63E-01
2065,9.99E-01
2066,9.62E-01
2067,1.47E-01
2068,8.35E-01
2069,9.90E-01
2070,9.65E-01
2071,6.36E-03
2072,9.85E-01
2073,9.98E-01
2074,4.27E-03
2075,8.28E-01
2076,8.40E-01
2077,2.80E-02
2078,9.99E-01
2079,1.46E-02
2080,8.59E-02
2081,9.99E-01
2082,1.47E-03
2083,6.94E-01
2084,9.77E-01
2085,3.93E-02
2086,9.97E-01
2087,9.99E-01
2088,9.99E-01
2089,9.83E-01
2090,9.98E-01
2091,2.09E-02
2092,3.92E-01
2093,9.88E-01
2094,4.88E-02
2095,2.22E-02
2096,9.98E-01
2097,7.41E-01
2098,1.22E-03
2099,2.43E-03
2100,9.97E-01
2101,9.99E-01
2102,3.44E-01
2103,8.49E-01
2104,1.41E-01
2105,9.98E-01
2106,7.88E-01
2107,5.73E-02
2108,1.36E-01
2109,8.60E-01
2110,9.98E-01
2111,9.96E-01
2112,9.00E-01
2113,1.83E-01
2114,9.81E-01
2115,9.38E-01
2116,9.52E-01
2117,9.34E-01
2118,8.18E-01
2119,4.18E-01
2120,9.98E-01
2121,7.61E-01
2122,9.99E-01
2123,8.31E-01
2124,9.88E-01
2125,8.65E-02
2126,8.01E-01
2127,3.11E-01
2128,9.83E-01
2129,9.73E-01
2130,9.78E-01
2131,8.15E-01
2132,5.51E-01
2133,3.57E-01
2134,9.71E-01
2135,9.99E-01
2136,9.98E-01
2137,1.73E-02
2138,4.15E-01
2139,2.35E-03
2140,8.73E-01
2141,9.92E-01
2142,9.93E-01
2143,8.50E-01
2144,9.98E-01
2145,9.83E-01
2146,9.12E-01
2147,3.22E-03
2148,4.47E-03
2149,7.68E-01
2150,9.95E-01
2151,9.97E-01
2152,4.58E-02
2153,1.60E-03
2154,9.21E-01
2155,1.13E-01
2156,9.99E-01
2157,2.81E-01
2158,9.94E-01
2159,9.93E-01
2160,1.08E-01
2161,9.81E-01
2162,1.28E-01
2163,1.37E-01
2164,2.84E-01
2165,2.94E-03
2166,4.97E-03
2167,9.99E-01
2168,9.99E-01
2169,9.87E-01
2170,9.82E-01
2171,9.04E-01
2172,9.69E-01
2173,7.37E-01
2174,5.95E-01
2175,1.41E-01
2176,8.58E-01
2177,5.60E-01
2178,9.63E-01
2179,9.81E-01
2180,9.98E-01
2181,8.97E-01
2182,2.77E-02
2183,5.57E-03
2184,9.88E-01
2185,7.67E-01
2186,7.32E-01
2187,9.89E-01
2188,2.97E-03
2189,9.99E-01
2190,9.94E-01
2191,9.99E-01
2192,1.26E-03
2193,9.92E-01
2194,9.62E-01
2195,6.05E-01
2196,9.99E-01
2197,2.89E-01
2198,4.11E-03
2199,1.40E-02
2200,9.87E-01
2201,1.00E+00
2202,2.45E-01
2203,9.97E-01
2204,9.99E-01
2205,9.99E-01
2206,9.60E-01
2207,3.48E-01
2208,9.97E-01
2209,8.38E-01
2210,9.94E-01
2211,2.37E-02
2212,9.98E-01
2213,9.62E-01
2214,6.19E-01
2215,9.94E-01
2216,5.90E-01
2217,1.10E-01
2218,7.95E-01
2219,1.86E-01
2220,9.59E-02
2221,3.99E-02
2222,8.13E-01
2223,9.99E-01
2224,9.96E-01
2225,9.97E-01
2226,1.14E-01
2227,9.95E-01
2228,9.98E-01
2229,9.81E-01
2230,6.96E-01
2231,9.96E-01
2232,9.25E-01
2233,9.49E-01
2234,9.83E-01
2235,9.97E-01
2236,9.15E-03
2237,9.89E-01
2238,9.87E-01
2239,9.30E-01
2240,9.93E-01
2241,9.97E-01
2242,8.13E-02
2243,4.96E-01
2244,2.13E-01
2245,9.87E-01
2246,9.89E-01
2247,2.89E-01
2248,9.96E-01
2249,9.98E-01
2250,7.85E-01
2251,9.26E-02
2252,7.85E-01
2253,9.90E-01
2254,9.27E-01
2255,9.58E-01
2256,8.44E-01
2257,9.98E-01
2258,9.94E-01
2259,9.88E-01
2260,9.05E-01
2261,6.46E-02
2262,9.97E-01
2263,7.87E-01
2264,9.96E-01
2265,2.37E-02
2266,9.31E-01
2267,9.06E-03
2268,9.98E-01
2269,9.84E-01
2270,9.98E-01
2271,9.87E-01
2272,9.99E-01
2273,9.97E-01
2274,5.16E-01
2275,8.35E-01
2276,8.51E-01
2277,9.41E-01
2278,7.32E-01
2279,1.52E-01
2280,6.02E-01
2281,9.89E-01
2282,9.96E-01
2283,8.64E-01
2284,9.65E-01
2285,8.50E-01
2286,6.21E-03
2287,1.24E-01
2288,9.69E-01
2289,9.97E-01
2290,1.94E-01
2291,9.01E-01
2292,9.95E-01
2293,9.98E-01
2294,9.95E-01
2295,9.97E-01
2296,9.27E-01
2297,9.98E-01
2298,9.73E-01
2299,9.95E-01
2300,9.95E-01
2301,9.98E-01
2302,9.81E-01
2303,9.27E-01
2304,9.93E-01
2305,9.99E-01
2306,9.90E-01
2307,6.22E-01
2308,9.05E-01
2309,6.65E-01
2310,1.48E-02
2311,9.98E-01
2312,1.34E-02
2313,9.89E-01
2314,9.92E-01
2315,3.82E-01
2316,8.77E-04
2317,1.00E-01
2318,9.98E-01
2319,3.75E-04
2320,9.95E-01
2321,9.93E-01
2322,9.90E-01
2323,9.97E-01
2324,2.73E-01
2325,7.53E-01
2326,1.16E-01
2327,9.98E-01
2328,9.99E-01
2329,1.09E-01
2330,9.82E-01
2331,9.95E-01
2332,9.91E-01
2333,7.38E-01
2334,6.99E-01
2335,9.99E-01
2336,7.79E-01
2337,9.72E-01
2338,5.61E-02
2339,6.10E-01
2340,9.98E-01
2341,3.76E-03
2342,9.99E-01
2343,9.98E-01
2344,9.96E-01
2345,5.14E-02
2346,9.98E-01
2347,1.35E-01
2348,9.34E-01
2349,8.85E-01
2350,9.42E-01
2351,7.96E-01
2352,7.99E-01
2353,9.99E-01
2354,9.83E-01
2355,9.87E-01
2356,9.98E-01
2357,6.37E-02
2358,9.95E-01
2359,7.78E-02
2360,9.98E-01
2361,6.86E-01
2362,9.19E-01
2363,9.89E-01
2364,9.20E-01
2365,3.83E-01
2366,3.99E-02
2367,9.93E-01
2368,9.19E-01
2369,3.81E-02
2370,3.70E-01
2371,4.91E-02
2372,6.33E-03
2373,9.98E-01
2374,3.29E-01
2375,9.95E-01
2376,9.54E-01
2377,1.32E-01
2378,9.41E-01
2379,9.77E-01
2380,9.93E-01
2381,9.98E-01
2382,2.24E-02
2383,9.99E-01
2384,7.61E-01
2385,9.41E-04
2386,9.98E-01
2387,1.57E-02
2388,9.33E-01
2389,2.47E-02
2390,9.98E-01
2391,1.28E-01
2392,4.96E-01
2393,1.27E-03
2394,9.92E-01
2395,7.70E-01
2396,9.95E-01
2397,1.67E-02
2398,8.69E-04
2399,7.84E-01
2400,8.62E-01
2401,8.88E-02
2402,1.40E-02
2403,8.94E-01
2404,5.18E-01
2405,9.52E-01
2406,9.87E-01
2407,2.09E-03
2408,9.97E-01
2409,9.99E-01
2410,2.12E-03
2411,1.22E-02
2412,1.41E-01
2413,9.84E-01
2414,2.27E-02
2415,5.64E-03
2416,9.92E-01
2417,6.01E-02
2418,1.27E-02
2419,2.26E-03
2420,3.06E-02
2421,3.04E-01
2422,3.14E-03
2423,1.34E-03
2424,9.34E-03
2425,9.84E-03
2426,2.09E-03
2427,9.38E-03
2428,9.02E-03
2429,8.22E-03
2430,2.18E-03
2431,1.74E-03
2432,3.71E-03
2433,3.96E-02
2434,2.14E-02
2435,5.35E-03
2436,4.97E-03
2437,3.23E-03
2438,2.49E-03
2439,4.72E-03
2440,1.13E-02
2441,1.03E-02
2442,9.52E-01
2443,2.18E-02
2444,3.49E-01
2445,2.68E-02
2446,4.50E-01
2447,5.79E-03
2448,7.59E-03
2449,6.19E-03
2450,2.34E-02
2451,3.98E-03
2452,3.27E-02
2453,5.32E-02
2454,9.30E-03
2455,2.58E-02
2456,9.01E-03
2457,8.54E-04
2458,5.68E-02
2459,1.26E-02
2460,4.98E-02
2461,2.17E-03
2462,1.23E-02
2463,7.17E-03
2464,1.76E-02
2465,5.25E-01
2466,1.26E-02
2467,1.99E-03
2468,7.44E-02
2469,6.64E-03
2470,1.70E-03
2471,8.76E-02
2472,9.63E-02
2473,5.17E-03
2474,9.92E-01
2475,1.98E-03
2476,5.66E-02
2477,3.62E-02
2478,1.18E-02
2479,2.68E-02
2480,4.15E-03
2481,1.76E-03
2482,1.11E-02
2483,1.01E-02
2484,1.20E-02
2485,9.61E-03
2486,2.28E-02
2487,5.31E-02
2488,5.69E-02
2489,4.15E-01
2490,2.32E-02
2491,1.02E-02
2492,1.37E-03
2493,1.11E-03
2494,3.62E-03
2495,2.99E-03
2496,2.20E-01
2497,8.67E-03
2498,1.02E-03
2499,4.33E-03
2500,1.53E-03
2501,5.71E-01
2502,2.26E-03
2503,2.38E-03
2504,7.17E-03
2505,6.27E-04
2506,3.03E-02
2507,8.57E-03
2508,2.03E-03
2509,3.04E-03
2510,9.08E-04
2511,5.10E-03
2512,4.36E-03
2513,3.51E-02
2514,1.39E-02
2515,1.50E-02
2516,8.71E-04
2517,2.14E-01
2518,3.41E-01
2519,3.87E-04
2520,3.56E-01
2521,1.37E-02
2522,1.38E-03
2523,7.18E-02
2524,3.61E-03
2525,1.69E-02
2526,9.42E-03
2527,5.26E-03
2528,1.96E-02
2529,1.27E-02
2530,7.65E-03
2531,5.91E-03
2532,1.90E-03
2533,6.13E-02
2534,5.39E-03
2535,2.75E-02
2536,1.57E-01
2537,6.04E-04
2538,4.90E-02
2539,3.20E-03
2540,5.30E-03
2541,6.65E-02
2542,1.50E-03
2543,7.53E-04
2544,5.39E-03
2545,1.16E-02
2546,1.62E-01
2547,2.06E-01
2548,5.08E-02
2549,3.05E-03
2550,8.15E-02
2551,2.08E-03
2552,6.61E-02
2553,4.64E-03
2554,3.70E-03
2555,1.81E-02
2556,5.22E-03
2557,7.91E-04
2558,1.47E-03
2559,1.31E-02
2560,8.77E-03
2561,9.11E-01
2562,1.16E-03
2563,1.65E-01
2564,1.02E-02
2565,3.49E-03
2566,1.94E-03
2567,7.24E-03
2568,2.00E-02
2569,3.32E-02
2570,9.01E-03
2571,4.93E-03
2572,2.17E-03
2573,1.16E-02
2574,6.86E-03
2575,8.68E-03
2576,2.48E-02
2577,6.58E-01
2578,5.74E-02
2579,5.04E-03
2580,3.01E-01
2581,6.14E-03
2582,4.39E-03
2583,1.73E-02
2584,2.44E-03
2585,5.69E-02
2586,4.49E-03
2587,5.29E-01
2588,5.62E-03
2589,5.09E-01
2590,4.77E-03
2591,2.52E-02
2592,7.82E-03
2593,7.11E-03
2594,3.70E-03
2595,9.08E-01
2596,7.47E-01
2597,4.58E-03
2598,1.55E-02
2599,3.40E-03
2600,5.40E-04
2601,1.08E-01
2602,5.90E-03
2603,5.47E-03
2604,6.49E-03
2605,1.77E-02
2606,3.92E-03
2607,8.82E-01
2608,3.57E-01
2609,4.16E-02
2610,1.78E-02
2611,1.18E-03
2612,2.26E-02
2613,4.27E-03
2614,1.84E-01
2615,3.46E-02
2616,1.97E-01
2617,2.87E-02
2618,2.31E-02
2619,3.39E-01
2620,3.11E-01
2621,1.58E-03
2622,5.72E-03
2623,4.60E-02
2624,2.95E-02
2625,2.92E-03
2626,3.51E-01
2627,6.10E-04
2628,1.66E-03
2629,1.37E-03
2630,1.47E-01
2631,2.34E-03
2632,5.08E-03
2633,1.80E-02
2634,1.06E-02
2635,4.26E-03
2636,1.81E-03
2637,1.02E-01
2638,1.08E-03
2639,6.28E-02
2640,3.84E-03
2641,7.94E-02
2642,5.47E-03
2643,1.22E-02
2644,7.74E-03
2645,9.03E-03
2646,1.81E-03
2647,1.91E-03
2648,3.46E-02
2649,1.45E-01
2650,2.27E-03
2651,3.11E-02
2652,1.66E-02
2653,2.80E-02
2654,1.91E-02
2655,1.25E-02
2656,4.72E-03
2657,8.62E-03
2658,1.47E-03
2659,1.93E-04
2660,6.91E-03
2661,1.48E-03
2662,4.66E-03
2663,4.89E-02
2664,3.16E-03
2665,3.43E-01
2666,2.56E-04
2667,2.83E-03
2668,1.12E-02
2669,2.01E-01
2670,7.84E-03
2671,1.01E-01
2672,3.94E-02
2673,3.59E-03
2674,6.13E-02
2675,9.77E-03
2676,1.49E-03
2677,9.95E-01
2678,1.53E-02
2679,6.49E-02
2680,1.95E-02
2681,3.27E-03
2682,1.89E-03
2683,9.81E-01
2684,1.90E-03
2685,6.45E-01
2686,2.41E-02
2687,2.93E-02
2688,4.86E-03
2689,7.24E-03
2690,6.80E-04
2691,8.69E-04
2692,1.70E-02
2693,8.70E-01
2694,4.29E-02
2695,6.39E-03
2696,8.31E-02
2697,9.89E-01
2698,1.96E-02
2699,9.14E-01
2700,9.88E-01
2701,2.25E-02
2702,1.39E-02
2703,9.38E-01
2704,9.97E-01
2705,6.57E-03
2706,9.40E-01
2707,4.21E-01
2708,8.55E-02
2709,2.97E-01
2710,8.46E-01
2711,1.16E-02
2712,1.45E-02
2713,6.97E-03
2714,4.25E-03
2715,9.94E-01
2716,6.83E-01
2717,7.30E-02
2718,1.10E-02
2719,9.90E-01
2720,1.38E-03
2721,9.98E-01
2722,1.52E-01
2723,7.45E-01
2724,9.74E-03
2725,9.99E-01
2726,9.72E-01
2727,9.98E-01
2728,2.35E-01
2729,9.41E-01
2730,1.70E-03
2731,5.17E-03
2732,7.46E-01
2733,9.31E-01
2734,1.09E-01
2735,1.67E-02
2736,8.41E-03
2737,9.92E-01
2738,5.39E-01
2739,1.69E-01
2740,5.41E-03
2741,3.67E-04
2742,9.72E-01
2743,3.37E-01
2744,5.28E-01
2745,3.04E-01
2746,9.97E-01
2747,9.99E-01
2748,5.00E-03
2749,4.18E-03
2750,3.07E-01
2751,9.70E-01
2752,9.98E-01
2753,4.41E-03
2754,9.96E-01
2755,9.79E-01
2756,8.77E-01
2757,2.34E-02
2758,9.18E-01
2759,1.44E-03
2760,9.90E-01
2761,6.52E-03
2762,8.59E-01
2763,7.77E-01
2764,6.98E-01
2765,9.95E-01
2766,9.40E-01
2767,8.53E-03
2768,9.86E-01
2769,9.90E-01
2770,3.71E-02
2771,7.14E-03
2772,7.62E-01
2773,9.72E-01
2774,6.03E-01
2775,4.41E-01
2776,7.57E-01
2777,3.79E-03
2778,5.12E-01
2779,9.59E-01
2780,9.60E-01
2781,9.98E-01
2782,2.11E-03
2783,9.92E-01
2784,2.34E-02
2785,9.95E-01
2786,9.92E-04
2787,8.60E-03
2788,6.67E-02
2789,5.29E-01
2790,9.85E-01
2791,4.38E-03
2792,2.49E-03
2793,9.99E-01
2794,9.99E-01
2795,6.96E-01
2796,9.86E-01
2797,9.93E-01
2798,5.49E-03
2799,4.88E-01
2800,2.37E-03
2801,9.57E-01
2802,9.89E-01
2803,9.97E-01
2804,9.97E-01
2805,9.98E-01
2806,9.83E-01
2807,9.99E-01
2808,9.99E-01
2809,2.68E-04
2810,9.95E-01
2811,2.26E-01
2812,1.67E-03
2813,8.27E-01
2814,6.81E-01
2815,4.99E-01
2816,1.20E-03
2817,9.90E-01
2818,9.78E-01
2819,7.91E-01
2820,9.87E-01
2821,9.31E-02
2822,9.98E-01
2823,1.58E-02
2824,1.56E-01
2825,3.62E-01
2826,9.84E-01
2827,3.82E-01
2828,2.26E-01
2829,6.87E-01
2830,9.96E-01
2831,1.24E-01
2832,9.99E-01
2833,9.95E-01
2834,9.98E-01
2835,4.72E-02
2836,9.99E-01
2837,2.30E-01
2838,9.79E-01
2839,9.89E-01
2840,1.00E+00
2841,5.60E-02
2842,9.62E-01
2843,5.83E-01
2844,9.97E-01
2845,9.98E-01
2846,9.92E-01
2847,9.88E-01
2848,9.84E-01
2849,4.45E-01
2850,9.94E-01
2851,4.45E-01
2852,9.85E-01
2853,9.92E-01
2854,9.85E-01
2855,4.17E-01
2856,7.38E-01
2857,9.32E-01
2858,9.98E-01
2859,9.13E-01
2860,9.93E-01
2861,9.85E-01
2862,1.90E-02
2863,9.96E-01
2864,9.87E-01
2865,9.27E-01
2866,4.38E-02
2867,6.21E-03
2868,6.03E-01
2869,9.91E-01
2870,9.65E-01
2871,9.49E-01
2872,6.43E-03
2873,6.50E-01
2874,7.35E-01
2875,9.99E-01
2876,9.74E-01
2877,6.94E-01
2878,1.57E-01
2879,1.02E-01
2880,5.91E-03
2881,9.97E-01
2882,9.26E-02
2883,9.95E-01
2884,2.74E-01
2885,2.56E-02
2886,9.78E-01
2887,8.32E-01
2888,9.84E-01
2889,3.85E-01
2890,2.70E-01
2891,1.22E-01
2892,2.77E-03
2893,9.98E-01
2894,8.05E-01
2895,8.83E-01
2896,9.93E-01
